link_id,swat_sub,feature,to_node,us_area,contrib_area,slope,link_len,wetland_area,fainN,fainC,routing_depth,is_hw,pEM
398,26,1,397,616014900,4552200,0.0001,2453.1,0,0.23062,0.051644,27,0,0
399,26,1,397,4907700,1056600,0.002857,1011.9,0,0.03122,0.10023,27,0,0
400,24,1,603,14694300,14694300,0.002296,2535.3,0,0.73745,0.0088711,22,1,0
401,26,1,630,3720600,981900,0.006664,1383.9,0,0.84535,0.06862,29,0,0
402,21,1,405,632907900,5250600,0.000561,4700.4,0,0.16002,0.093722,25,0,0
403,21,1,421,654636600,7296300,0.000723,4781.3,0,0.7548,0.060769,22,0,0
404,21,1,403,647340300,5971500,0.00079,4663.6,0,0.18658,0.062707,23,0,0
405,21,1,404,641368800,8460900,0.0001,4628.1,0,0.33831,0.036005,24,0,0
406,21,1,421,3181500,3181500,0.005548,2189.4,0,0.31717,0.051648,22,1,0
407,26,1,398,16215300,3402000,0.005376,2744.1,0,0.76234,0.087363,28,0,0
408,26,1,407,5505300,0,0.000628,30.94,0,0,0,29,0,0
409,28,1,410,796147200,4763700,0.001247,4639.3,0,0.20065,0.1113,9,0,0
